,accuracy,precision,recall,f1,Macro-Averaged AUPRC,F_measure Beta=10,Modified mcc,MCC metirc,Gmean
Balance Scale_DecisionTreeClassifier_0,0.56,0.5144088050314465,0.56,0.5315219347581552,0.5686248429288084,0.5555240751970892,0.14425413690869024,0.20067814317562901,0.3725731895223421
Balance Scale_DecisionTreeClassifier_1,0.768,0.7014098360655737,0.768,0.7325579831932774,0.5958436252925091,0.7614283475315352,0.41849492977085206,0.5823256376490445,0.710015408320493
Balance Scale_RandomForestClassifier_2,0.8,0.7988669108669109,0.8,0.7960128263857077,0.6737194384808598,0.7998968590926268,0.48455036706493293,0.6562684513056735,0.7691833590138675
Car Evaluation_DecisionTreeClassifier_0,0.6791907514450867,0.4613000768485415,0.6791907514450867,0.5494314168316536,0.6612120614889346,0.651227037272088,0.0,0.0,0.0
Car Evaluation_DecisionTreeClassifier_1,0.8179190751445087,0.7691379356413156,0.8179190751445087,0.7903002622562996,0.7136744013445313,0.8132302015754518,0.44362381295256753,0.6116095648967662,0.0
Car Evaluation_RandomForestClassifier_2,0.9682080924855492,0.976765153572511,0.9682080924855492,0.9706465338574429,0.9401225290376805,0.9689798067291406,0.9211927386913952,0.9346042559455491,0.8021390374331551
Contraceptive_DecisionTreeClassifier_0,0.4406779661016949,0.19419706980752657,0.4406779661016949,0.2695912263210369,0.6921322511790958,0.3950905902980713,0.0,0.0,0.0
Contraceptive_DecisionTreeClassifier_1,0.5186440677966102,0.6590968974610812,0.5186440677966102,0.4969064957808285,0.6037538810152404,0.5288900581868353,0.34146591340590865,0.34404154121938463,0.24767755468984115
Contraceptive_RandomForestClassifier_2,0.5559322033898305,0.550511952353757,0.5559322033898305,0.5513931293190796,0.5637490237147045,0.5554350467514828,0.297770499380247,0.30700125381899945,0.1872939766257117
Dermatology_DecisionTreeClassifier_0,0.5945945945945946,0.4602035070785071,0.5945945945945946,0.49531609531609533,0.6568552927927928,0.5792176639021673,0.3533528647703035,0.5180130666679624,0.0
Dermatology_DecisionTreeClassifier_1,0.8108108108108109,0.7663928132678133,0.8108108108108109,0.7719472140100323,0.8081761941136941,0.8065611704569802,0.7293081834607943,0.7685415285705475,0.0
Dermatology_RandomForestClassifier_2,0.9864864864864865,0.9878378378378377,0.9864864864864865,0.9863916548127075,1.0,0.9866091838106764,0.9806527744572783,0.9821517066674357,0.875
Glass_DecisionTreeClassifier_0,0.5116279069767442,0.3162790697674419,0.5116279069767442,0.37209302325581395,0.6666666666666666,0.4844274359729174,0.31192738656308794,0.4374389776132048,0.0
Glass_DecisionTreeClassifier_1,0.7441860465116279,0.6529069767441861,0.7441860465116279,0.6907838070628768,0.7053812743585869,0.7348465413715539,0.6500803381519208,0.6717526365844708,0.0
Glass_RandomForestClassifier_2,0.8372093023255814,0.8552971576227388,0.8372093023255814,0.8310954435441439,0.9765220214489695,0.8388219784720533,0.8056931947740748,0.8005815383801962,0.32142857142857145
